sentence,aspect,sentiment
"Sản phẩm đẹp, cửa hàng này bán hàng uy tín, giá rẻ và mình đã mua vài lần rồi, mình sẽ tiếp tục ủng hộ mua hàng của cửa hàng khi tìm thấy sản phẩm ưng ý tiếp theo của cửa hàng.",Shop_Service,positive
"Đúng với mô tả: Không 
Chất lượng sản phẩm: Tốt
Mua 6gb nhận 8gb cửa hàng ghi android 8,9 mà về check android 10, pin tốt",Battery,positive
"Giao nhanh, hàng còn nguyên seal, bảo hàng 12 tháng, đúng màu",Shipping,positive
"Dung lượng lưu trữ: 8+256 trải nghiệm cửa hàng rất uy tín 👍🏻. Mình chat với cửa hàng để chọn màu và cửa hàng tư vấn nhiệt tình lịch sự. Nhận hàng đúng hãng, cấu hình, màu. Khi thử đến cốc sạc thì sạc bị lỗi, có phản hồi với cửa hàng có clip hình cụ thể cửa hàng gửi ngay lại cốc sạc khác. Camera lồi lên số với mặt lưng, ốp hãng cho kèm vẫn thấp hơn nên cần mua ốp bảo vệ được cảm chứ không là dễ trâỳ. Ghi âm cuộc gọi không sử dụng được như note7 của mình, hình như các mẫu máy sau không còn cho ghi âm cuộc gọi nữa. Thời buổi này thật giả lẫn lộn mà cửa hàng uy tín vậy thì chỉ có ngày càng thành công thôi. Đáng trải nghiệm nhé mọi người. 😊👌",Camera,positive
Hiệu năng nóng khi dùng mic pin chỉ 5h cơ bản chăm sóc khách hàng không đổi,Battery,negative
"Phân khúc 3tr thiết kế hoàn thiện rất tốt. Màn sáng đẹp, cam kém không đòi hỏi nhiều, loa đủ toa để giải trí, cầu hình vừa phải. Trong phân khúc giá này có lẻ đây là con máy tốt. Độ bền thì sử dụng thời gian mới đánh giá được",Design,positive
Máy đẹp. Os khá ổn định. Cam ngon trong tầm tiền.,General,positive
"Nhóm màu: Màu đen nhám 
Dung lượng lưu trữ: 128gb chất lượng: Máy rất đẹp, không thấy tì vết gì. Tính năng: Đã sử dụng thử vài ngày, pin khá ổn, hy vọng bền lâu. Nếu sắp tới không phát sinh vấn đề gì thì sẽ tiếp tục ủng hộ cửa hàng vài sản phẩm nữa.",Design,positive
"Nói chuyện rất bố láo, chăm sóc khách hàng kém, không có chuyên môn.",Shop_Service,negative
Tương đối được cái săn sale giá khá tốt,Price,positive
Điện thoại nhận về còn 6% sập nguồn phải đi tu sửa thiệt hại mất 150k mọi ng mua về nhớ kiểm tra kĩ,General,negative
Thời gian chuẩn bị hàng quá chậm chễ so với mặt bằng chung các cửa hàng khác,Packaging,negative
"Nhóm màu: Xanh dương 
Dung lượng lưu trữ: 128gb săn được giá 17tr290 quá ngon",Price,positive
"Tính năng nổi bật: 😠 
Đúng với mô tả: Không đúng với mô tả 
Chất lượng sản phẩm: Thiếu với mẫu trên, không nhắn trước với khách hàng, đưa sản phẩm lỗi chỉ sử dụng để gọi được mọi ứng dụng khác không sử dụng được 😠😠😠😠",General,negative
"Máy đẹp tốt, mỗi cái thấy xuống pin hơi nhanh",Design,positive
"Cửa hàng uy tín bán hàng chính hãng, nguyên seal mới kích hoạt bảo hành. Mình săn được giá rất tốt cảm ơn cửa hàng. Tiếp tục ủng hộ bộ sạc samsung nữa. Mọi người nên mua ở cửa hàng đừng đi đâu xa đó là sự trải nghiệm tuyệt vời.",Shop_Service,positive
"Cửa hàng hỗ trợ nhiệt tình,màu sắc đẹp,sử dụng tốt lắm,săn được giá rẻ nữa",Design,positive
"Hiệu năng giảm mạnh khi pin thấp. Không ổn định. Bị bóp hiệu năng. Máy chạy rất chậm khi pin dưới 30%, cảm giác rất khó chịu. Đóng gói chắc chắn. Chăm sóc khách hàng không có giải pháp",Shop_Service,negative
Điện thoại đẹp mẫu mã như hình giao hàng nhanh loa to chữ to màn hình to ổn áp có điều pin không trâu,Display,positive
Gói hàng chắc chắn. Điện thoại mượt sạc nhanh sử dụng lâu không nóng cam đẹp. Giá rẻ mà hời là đây pin trâu hiệu năng rất ổn áp nha. Ngon hơn mấy con samsung 4 5tr nha,Packaging,positive
Camera chụp ảnh trong điều kiện đủ sáng cho chất lượng trung bình. Thiết kế máy cầm tay vừa vặn.,Design,positive
Ok đúng mô tả hàng 99%,General,positive
Nhóm màu: Màu xanh loại: 1sim giao hàng nhanh. Sản phẩm sử dụng được,Shipping,positive
"Sản phẩm rất chất lượng, đáng giá với giá tiền. * Giao hàng nhanh chóng và đóng gói sản phẩm cẩn thận. * Chất lượng sản phẩm vượt xa mong đợi của tôi, rất hài lòng. * Sản phẩm đáng mua, đáng bỏ tiền. * Hình ảnh và mô tả sản phẩm chính xác, hài lòng hơn mong đợi. 3CE * Dịch vụ khách hàng rất tốt, cửa hàng hỗ trợ nhiệt tình, sẽ ủng hộ lần sau. * Sản phẩm giao nhanh và an toàn, không bị hỏng hóc.... See",Shop_Service,positive
"Màn hình Full HD+, ngoại hình như ảnh",Display,neutral
"Phiên bản: Ram 6/128gb sử dụng ổn, 10 điểm chất lượng",General,positive
"[Các hình ảnh và video trên được chụp và quay bằng em a36] Sau 1 tuần trải nghiệm thì mình có thể chấm em này với số điểm 8,5/10 *Các ưu điểm nổi trội theo cá nhân mình: + Sử dụng mượt + Giá rẻ + Ngoại hình đẹp *Các nhược điểm: + Máy khá dễ nóng, mình quay tiktok một lúc là sẽ bị nóng ngay + Cam 0.5x không sử dụng được trên các app phụ (như tiktok, locket...) + Zoom cận sẽ không nét như các dòng s => Giá rẻ mà được các chức năng cận cao cấp như vậy thì quá là ok luôn áa",Performance,positive
"Tính năng nổi bật: Giá tốt, máy sài ổn, hơi lag xíu,pin sử dụng mạng được khoảng 1 tiếng. Cửa hàng tư vấn nhiệt tình. Đang sử dụng chính máy vừa mua để đánh giá cho cửa hàng 
Chất lượng sản phẩm: Tốt 
Đúng với mô tả: Đẹp hơn trên ảnh đáng mua lắm nha",Price,positive
"Đóng hàng hộp móp méo, pin tụt khi nghe nhạc. Camera chính over expose, hiệu năng không mượt.",Performance,negative
Pin và camera là hai yếu tố mình sẽ kiểm tra kỹ trong những ngày tới.,Camera,neutral
"Điện thoại mới tốt nguyên seal,giá rẻ so với mua tại cửa hàng. Cửa hàng đóng gói cẩn thận đúng với màu sắc mô tả. Chính hãng dùng rất tốt,chỉ cần lên youtube tham khảo thêm cách tắt quảng cáo trên hệ điều hành của xiaomi là ok. Chúc cửa hàng đắt đơn nhé!",Price,positive
Phần mềm có giao diện tiêu chuẩn; ngoại hình thiết bị không có điểm khác biệt.,General,neutral
"Sử dụng được mấy hôm thấy cũng ổn, không biết sử dụng lâu dài thì sao nữa, giao hàng đúng vào ngày bão lên hơi chậm xíu, nhưng mà nhân viên đọc ghi chú nhiệt tình",Shipping,negative
"Color family: Midnight cửa hàng đóng gói rất kỹ, giao hàng hơi lâu. Máy nguyên seal nên cũng không lăn tăn gì",Shipping,negative
"Hiệu năng lag game nặng, giao muộn 5 ngày. Camera chính màu nhạt, pin tụt nhanh kết nối wifi.",Camera,negative
"Sản phẩm rất đẹp, rất chất lượng, đúng mô tả, cửa hàng đóng gói kỹ, giao hàng nhanh.",Packaging,positive
"Đúng với mô tả: Dung nhu mô tả 
Chất lượng sản phẩm: Như mới 99% 
Tính năng nổi bật: Giá tốt, sim sóng đầy đủ giao hàng nhanh gói kĩ ngoại hình mới 99% chức năng đầy đủ cấu hình đủ sử dụng cơ bản",Shipping,positive
Giá bán sản phẩm tương đương với mặt bằng chung trên thị trường.,Price,neutral
Chính sách bảo hành được mô tả trong tài liệu,Shop_Service,neutral
"Sử dụng được cũng 10 ngày, máy tốt lo lỗi lầm gì, lần đầu được mở hộp iphone mới 🤣",General,positive
"Máy đẹp, còn rất mới. Cửa hàng tư vấn tận tâm, nhiệt tình. Chúc cửa hàng luôn đắt khách",Design,positive
"Nhóm màu: Blue sản phẩm nguyên seal chính hãng 100% nhận hàng tự mình bốc seal và kích hoạt luôn, chưa thấy lỗi gì",Packaging,positive
Chất lượng tốt gía rẻ,General,positive
"Phiên bản: Hàn 1 sim 256gb 📸 
Chất lượng camera: Quá đẹp 🔋 
Thời lượng pin: Pin lớn sài thoải mái ⚡ 
Hiệu suất: Chip snapdragon's 865 tuyệt vời. Sản phẩm phiên bản hàn quốc nên mua!",Battery,positive
"Nhóm màu: Black 
Dung lượng lưu trữ: 128gb tính năng: Iphone quá ngon",General,positive
"Phiên bản: Ram 6/128gb hàng đẹp, đóng gói kỹ, giao hàng nhanh, cửa hàng tư vấn nhiệt tình. Nói chung máy cấu hình tốt, chạy mượt, hỉnh ảnh rất đẹp, hàng mới full box, tuy nhiên cập nhật lên android 11 chưa được, hiện chỉ chạy android 10, độ bền thì thời gian sẽ trả lời, nói chung là quá hài lòng.",Shipping,positive
"Sóng chập chờn, không ổn định",General,negative
"Chất lượng sản phẩm: Ổn 
Tính năng nổi bật: Không có hóa đơn xuất không đúng thông tin nhưng không chỉnh sửa. Cửa hàng giả mạo, lừa đảo.",General,negative
Chất lượng sản phẩm: Phần mềm được cài sẵn và có lịch sử cập nhật được ghi nhận; thông tin bảo hành đi kèm.,Shop_Service,neutral
"Nhóm màu: Vàng màn hình bị đốm nhỏ, pin sử dụng mau hết. Không đủ một ngày. Nói chung chỉ tạm ổn trong tầm giá.",Display,negative
Mặt lưng của máy có hoàn thiện nhám.,Design,neutral
"Nhóm màu: Pink 
Dung lượng lưu trữ: 128gb giao hàng nhanh chóng và an toàn., độ phân giải màn hình tuyệt vời.,",Display,positive
"Máy đẹp, được bốc seal luôn, đúng chuẩn xiaomi, chỉ tiếc 1 cái là viền màn hình hơi dày hơn so với note 13",Design,positive
"Chất lượng sản phẩm: Sử dụng tốt 
Đúng với mô tả: Như mô tả 
Tính năng nổi bật: Đẹp điện thoại rất đẹp, thiết kế tinh xảo, mua cho ba mẹ sử dụng rất ổn.",Design,positive
Đáng đồng tiền bát gạo,Price,positive
"Nhóm màu: Xanh ngọc 
Dung lượng lưu trữ: 128gb điện thoại nhìn mới, sử dụng tốt mà giao sai màu rồi cửa hàng ơi, mình đâu có đặt màu đen thui này :((((",Shipping,negative
Sài được 1 tuần rồi thấy ok lắm lướt tiktok shoppe rất ok tui không chơi game nên không biết ra s,General,positive
Lần đầu tiên mình mua điện thoại trên shopee. Tưởng không tốt ai ngờ tốt không tưởng luôn 👍,General,positive
"Cam hơi lỏ, hiệu năng chơi game ổn",Camera,negative
"Sản phẩm: Hàng lỗi hoặc bị hư hỏng, sản phẩm chất lượng kém khâu bảo hành bên cửa hàng rất tệ luôn, mình mua phải máy lỗi face id, ra cửa hàng thì kêu khách tự lên care s để kiểm tra lại lỗi, xong mang máy ra cửa hàng thì lại kêu để máy lại từ 7-14 ngày để kiểm tra sau đó đưa cho khách cái điện thoại nghe gọi để sài trong thời gian đó, trải nghiệm thực sự rất rất tệ luôn nhân viên cửa hàng rất đùng đẩy bảo do khách mua online nên thời gian và quy trình như vậy, bạn nhân viên cửa hàng còn bảo mình gọi lên shoppe để giải quyết trong khi mình mua máy tại cửa hàng viettel store,",Shop_Service,negative
Không bao giờ mua hàng lần 2 tại đây. Quá kém trách nhiệm và tệ hại,General,negative
"Điện thoại nguyên siêu, nch mình mở ra check mượt, tuy nhiên nó bị có cái là quảng cáo ở các phần cài đặt từ máy là nhiều",Performance,positive
Màu máy: Màu đen sản phẩm: Samsung a50s 4/64gb tốt lắm nha cửa hàng mình đã mua lần thứ hai máy tốt chuẩn giá rẻ phù hợp với tiêu chí sử dụng của mình nói chung là mọi chức năng đều rất là ổn đúng máy chính hãng sử dụng cũng tốt lắm cửa hàng tư vấn nhiệt tình cảm ơn cửa hàng nhiều nhé tốt thì mình sẽ ủng hộ cửa hàng dài dài tặng cửa hàng 5 sao nha,Price,positive
"Trải nghiệm không tốt, chỉ sử dụng ổn ngày đầu mới mua, về ngoại hình không được 97-99% như mô tả, pin cũng khá ảo hơn so với thông số máy. Sau 1 ngày sử dụng thì sập nguồn không lên nữa. Vote sao thấp nhắn cho cửa hàng thì bị chặn phản hồi thì bị khiếu nại ngược. Nói chung là tệ",Shop_Service,negative
Color: Đen-m hàng nào của đó. Không nên mua dù là rẻ nhất...,Others,neutral
Hàng sử dụng được các sim. Tiếng siêu to. Mình mua cho con là học sinh đi học thấy tốt,General,positive
"Chất lượng sản phẩm: Kém mới cài đặt đã sập nguồn, 1 tuần đầu sập 2 lần. Bán hàng vô trách nhiệm",General,negative
Gói hàng chắc chắn. Điện thoại mượt sạc nhanh sử dụng lâu không nóng cam đẹp. Giá rẻ mà hời là đây pin trâu hiệu năng rất ổn áp nha. Ngon hơn mấy con samsung 4 5tr nha,Battery,positive
"Color family: Random color sản phẩm: Mình đã nhận máy rồi nha cửa hàng yêu ơi. Máy rất là mới cứng cáp full mọi chức năng nha, mình đã test qua thì tốt lắm, chụp hình, coi phim, nghe nhạc rõ nét lắm giá cả thì cũng vừa túi tiền. Nói chung không mong hơn gì được nữa với tầm giá như thế này mà có được chiếc điện thoại sử dụng tốt thì không đòi hỏi gì hơn được nữa sẽ mua và ủng hộ cửa hàng thêm nữa",Price,positive
Dùng dk gần tháng rồi thấy cũng ổn pin cũng không bền cho lắm tạm ổn vs tầm giá thôi,Battery,positive
Chất lượng tốt gía rẻ,Price,positive
"Đúng với mô tả: Tốt 
Chất lượng sản phẩm: Tốt 
Tính năng nổi bật: Tốt
Mình mua được với giá hơn 700 xíu, với giá này mình thấy chất lượng điện thoại quá oke so với mức giá, cửa hàng tl tin nhắn nhanh, bọc hàng rất cẩn thận kèm sạc luôn, mình mua làm máy phụ đi học, giá vậy thì chất lượng vậy là quá tốt rồi, mình nhắn cửa hàng lấy màu xanh may cửa hàng gửi màu đen, đen dễ sử dụng hơn nhiều, mong bền",Price,positive
